recipe_id,source_page,design_no,parts,cloth,n1,n2,n3,n4,n5,tikli,jari_note,image,notes,clarity
R0001,1,1237,neck+astin border,lemon,741 Raj,125 LR Royal,103 Royal,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1237 Border 200.JPG|Jeetubhai Images\OS New folder (12) Images\1237 Neck 400.JPG,53 pcs,high
R0002,1,1237,neck+astin border,orange,LMLL Royal,1302 Royal,104 NL Royal,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1237 Border 200.JPG|Jeetubhai Images\OS New folder (12) Images\1237 Neck 400.JPG,44 pcs,high
R0003,1,1237,neck+astin border,firozi,,840 L Royal,722 Royal,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1237 Border 200.JPG|Jeetubhai Images\OS New folder (12) Images\1237 Neck 400.JPG,49 pcs,medium
R0004,1,1239,neck+big border+small border,black,119 L Royal,235 Royal,8 Royal,105 Royal,,,,Jeetubhai Images\OS New folder (12) Images\1239 Astin Border.JPG|Jeetubhai Images\OS New folder (12) Images\1239 Border 200.JPG|Jeetubhai Images\OS New folder (12) Images\1239 Neck 400.JPG,42 pcs,high
R0005,1,1239,neck+big border+small border,green,125 R Royal,119 L Royal,105 Royal,8 Royal,,,,Jeetubhai Images\OS New folder (12) Images\1239 Astin Border.JPG|Jeetubhai Images\OS New folder (12) Images\1239 Border 200.JPG|Jeetubhai Images\OS New folder (12) Images\1239 Neck 400.JPG,43 pcs,high
R0006,1,1239,neck+big border+small border,blue,235 Royal,8 Royal,119 L Royal,105 Royal,,,,Jeetubhai Images\OS New folder (12) Images\1239 Astin Border.JPG|Jeetubhai Images\OS New folder (12) Images\1239 Border 200.JPG|Jeetubhai Images\OS New folder (12) Images\1239 Neck 400.JPG,43 pcs,high
R0007,1,1239,neck+big border+small border,red,105 Royal,125 R Royal,235 Royal,119 L Royal,,,,Jeetubhai Images\OS New folder (12) Images\1239 Astin Border.JPG|Jeetubhai Images\OS New folder (12) Images\1239 Border 200.JPG|Jeetubhai Images\OS New folder (12) Images\1239 Neck 400.JPG,44 pcs,high
R0008,1,1239,neck+big border+small border,yellow,125 R Royal,119 L Royal,235 Royal,8 Royal,,,,Jeetubhai Images\OS New folder (12) Images\1239 Astin Border.JPG|Jeetubhai Images\OS New folder (12) Images\1239 Border 200.JPG|Jeetubhai Images\OS New folder (12) Images\1239 Neck 400.JPG,43 pcs,high
R0009,1,1240,neck+border,peach,93 N Raj,190 Raj,364 Raj,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1240 Border 200.JPG|Jeetubhai Images\OS New folder (12) Images\1240 Neck 400.JPG,,high
R0010,1,1240,neck+border,blue,85 Royal,190 Raj,87 Royal,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1240 Border 200.JPG|Jeetubhai Images\OS New folder (12) Images\1240 Neck 400.JPG,,high
R0011,1,1240,neck+border,pink,26 Royal,190 Raj,766 Royal,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1240 Border 200.JPG|Jeetubhai Images\OS New folder (12) Images\1240 Neck 400.JPG,,high
R0012,1,1241,neck,pink,103 L Royal,727 Royal,67 Royal,739 Royal,,,,Jeetubhai Images\OS New folder (12) Images\1241 Neck 400.JPG,32 pcs,high
R0013,1,1241,neck,rust,341 Royal,728 D Royal,731-L Royal,739 Royal,,,,Jeetubhai Images\OS New folder (12) Images\1241 Neck 400.JPG,78 pcs,high
R0014,1,1241,neck,rama,308 Royal,27 Royal,75 Royal,739 Royal,,,,Jeetubhai Images\OS New folder (12) Images\1241 Neck 400.JPG,81 pcs,high
R0015,2,9059,cp,yellow,727 S Royal,190 Raj,782 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9059 Border CP 250.JPG|Jeetubhai Images\OS New folder (9) Images\9059 Neck CP 250.JPG,cream noted in header,high
R0016,2,9059,cp,firozi,727 Royal,190 Raj,86 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9059 Border CP 250.JPG|Jeetubhai Images\OS New folder (9) Images\9059 Neck CP 250.JPG,,high
R0017,2,9059,cp,purple,124 Royal,190 Raj,14 N Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9059 Border CP 250.JPG|Jeetubhai Images\OS New folder (9) Images\9059 Neck CP 250.JPG,,high
R0018,2,3073,cp,purple,847 Royal,190 Raj,308 Royal,,,,,Jeetubhai Images\OS New folder (3) images\3073 Neck.BMP,53 pcs,high
R0019,2,3073,cp,firozi,78 Royal,190 Raj,73 N Raj,,,,,Jeetubhai Images\OS New folder (3) images\3073 Neck.BMP,55 pcs,high
R0020,2,3073,cp,pink,65 N Royal,190 Raj,305 Royal,,,,,Jeetubhai Images\OS New folder (3) images\3073 Neck.BMP,51 pcs,high
R0021,2,1110,cp,red,715 Royal,727 S Royal,791 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1110 CP Border 250.JPG,,high
R0022,2,1110,cp,blue,769 L Royal,190 Raj,84 Raj,,,,,Jeetubhai Images\OS New folder (11) Images\1110 CP Border 250.JPG,,high
R0023,2,1110,cp,yellow,95 Royal,190 Raj,104 N Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1110 CP Border 250.JPG,,high
R0024,2,1113,cp,brown,32 N Royal,357 Royal,727 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1113 CP Border 250.JPG|Jeetubhai Images\OS New folder (9) Images\1113 CP Neck 250.JPG,,high
R0025,2,1113,cp,grey,143 Royal,841 Raj,345 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1113 CP Border 250.JPG|Jeetubhai Images\OS New folder (9) Images\1113 CP Neck 250.JPG,,medium
R0026,2,1113,cp,yellow,345 Royal,103 L Royal,774 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1113 CP Border 250.JPG|Jeetubhai Images\OS New folder (9) Images\1113 CP Neck 250.JPG,,medium
R0027,2,1119,cp,purple,72 Royal,727 Royal,16 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1119 CP Border 250.JPG|Jeetubhai Images\OS New folder (11) Images\1119 CP Neck 250.JPG,,high
R0028,2,1119,cp,blue,722 Royal,727 S Royal,841 Raj,,,,,Jeetubhai Images\OS New folder (11) Images\1119 CP Border 250.JPG|Jeetubhai Images\OS New folder (11) Images\1119 CP Neck 250.JPG,,high
R0029,2,1119,cp,yellow,33 N Royal,774 Royal,104 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1119 CP Border 250.JPG|Jeetubhai Images\OS New folder (11) Images\1119 CP Neck 250.JPG,,high
R0030,2,1234,neck+border,green,110 Royal,119 Royal,168 Royal,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1234 Border 200.JPG|Jeetubhai Images\OS New folder (12) Images\1234 Neck 400.JPG,112 pcs,high
R0031,2,1234,neck+border,brown,110 Royal,235 Royal,89 Royal,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1234 Border 200.JPG|Jeetubhai Images\OS New folder (12) Images\1234 Neck 400.JPG,112 pcs,high
R0032,2,1234,neck+border,grey,315 Royal,145 L Raj,34 Royal,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1234 Border 200.JPG|Jeetubhai Images\OS New folder (12) Images\1234 Neck 400.JPG,119 pcs,medium
R0033,2,1235,neck+border,green,787 Royal,365 Royal,835 D Royal,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1235 Border 200.JPG|Jeetubhai Images\OS New folder (12) Images\1235 Neck 400.JPG,46 pcs,high
R0034,2,1235,neck+border,pink,711 Royal,715 Royal,761 Royal,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1235 Border 200.JPG|Jeetubhai Images\OS New folder (12) Images\1235 Neck 400.JPG,45 pcs,medium
R0035,2,1235,neck+border,firozi,103 Royal,365 Royal,130 Royal,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1235 Border 200.JPG|Jeetubhai Images\OS New folder (12) Images\1235 Neck 400.JPG,44 pcs,high
R0036,2,1235,neck+border,peach,735 D Royal,840 Royal,45 Royal,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1235 Border 200.JPG|Jeetubhai Images\OS New folder (12) Images\1235 Neck 400.JPG,46 pcs,high
R0037,2,1233,neck+astin butta,purple,14 N Royal,727 Royal,350 Royal,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1233 Astin 400.JPG|Jeetubhai Images\OS New folder (12) Images\1233 Neck 400.JPG,57 pcs,medium
R0038,2,1233,neck+astin butta,yellow,58 Royal,743 Royal,95 Royal,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1233 Astin 400.JPG|Jeetubhai Images\OS New folder (12) Images\1233 Neck 400.JPG,53 pcs,high
R0039,2,1233,neck+astin butta,firozi,1300 Royal,727 Royal,62 Royal,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1233 Astin 400.JPG|Jeetubhai Images\OS New folder (12) Images\1233 Neck 400.JPG,55 pcs,medium
R0040,2,1236,neck+border,pink,916 Raj,727 Royal,775 Royal,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1236 Border 200.JPG|Jeetubhai Images\OS New folder (12) Images\1236 Neck 400.JPG,53 pcs,high
R0041,2,1236,neck+border,blue,770 Royal,190 Raj,222 Raj,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1236 Border 200.JPG|Jeetubhai Images\OS New folder (12) Images\1236 Neck 400.JPG,49 pcs,high
R0042,2,1236,neck+border,purple,26 Royal,190 Raj,15 Royal,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1236 Border 200.JPG|Jeetubhai Images\OS New folder (12) Images\1236 Neck 400.JPG,53 pcs,high
R0043,3,1227,neck+border,purple,727 Royal,190 Raj,776 Raj,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1227 Border 200.JPG|Jeetubhai Images\OS New folder (12) Images\1227 Neck 400.JPG,58 pcs,high
R0044,3,1227,neck+border,pink,405 Royal,190 Raj,121 D Royal,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1227 Border 200.JPG|Jeetubhai Images\OS New folder (12) Images\1227 Neck 400.JPG,60 pcs,high
R0045,3,1227,neck+border,green,707 Royal,190 Raj,105 Royal,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1227 Border 200.JPG|Jeetubhai Images\OS New folder (12) Images\1227 Neck 400.JPG,58 pcs,high
R0046,3,1228,neck+astin,rama,419 Royal,813 Raj,776 Raj,34 D Royal,,,,Jeetubhai Images\OS New folder (12) Images\1228 Astin 400.JPG|Jeetubhai Images\OS New folder (12) Images\1228 Neck 400.JPG,62 pcs,high
R0047,3,1228,neck+astin,purple,343 Royal,770 Royal,104 NL Royal,34 D Royal,,,,Jeetubhai Images\OS New folder (12) Images\1228 Astin 400.JPG|Jeetubhai Images\OS New folder (12) Images\1228 Neck 400.JPG,64 pcs,high
R0048,3,1228,neck+astin,pink,1278 Royal,111 N Royal,747 Raj,34 D Royal,,,,Jeetubhai Images\OS New folder (12) Images\1228 Astin 400.JPG|Jeetubhai Images\OS New folder (12) Images\1228 Neck 400.JPG,63 pcs,medium
R0049,3,1229,neck+astin,green,782 Royal,719 Royal,LM Royal,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1229 Astin 400.JPG|Jeetubhai Images\OS New folder (12) Images\1229 Neck 400.JPG,,high
R0050,3,1229,neck+astin,pink,20 Royal,32 N Royal,776 Royal,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1229 Astin 400.JPG|Jeetubhai Images\OS New folder (12) Images\1229 Neck 400.JPG,,high
R0051,3,1229,neck+astin,firozi,84 Royal,33 S Royal,86 Raj,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1229 Astin 400.JPG|Jeetubhai Images\OS New folder (12) Images\1229 Neck 400.JPG,,high
R0052,3,1230,neck+border,brown,311 Royal,127 L Royal,372 Royal,M Jari,,,n4=M Jari,Jeetubhai Images\OS New folder (12) Images\1230 Border 200.JPG|Jeetubhai Images\OS New folder (12) Images\1230 Neck 400.JPG,,high
R0053,3,1230,neck+border,peach,118 L Royal,236 Royal,111 D Royal,M Jari,,,n4=M Jari,Jeetubhai Images\OS New folder (12) Images\1230 Border 200.JPG|Jeetubhai Images\OS New folder (12) Images\1230 Neck 400.JPG,D.Peach written,high
R0054,3,1230,neck+border,purple,311 L Royal,715 Raj,753 Royal,M Jari,,,n4=M Jari,Jeetubhai Images\OS New folder (12) Images\1230 Border 200.JPG|Jeetubhai Images\OS New folder (12) Images\1230 Neck 400.JPG,,medium
R0055,3,1232,neck+astin,purple,771 Royal,372 Royal,15 Royal,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1232 Astin 400.JPG|Jeetubhai Images\OS New folder (12) Images\1232 Neck 400.JPG,33 pcs,high
R0056,3,1232,neck+astin,gold,707 D Royal,770 Royal,105 L Royal,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1232 Astin 400.JPG|Jeetubhai Images\OS New folder (12) Images\1232 Neck 400.JPG,33 pcs,high
R0057,3,1232,neck+astin,orange,402 Royal,124 Royal,778 D Royal,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1232 Astin 400.JPG|Jeetubhai Images\OS New folder (12) Images\1232 Neck 400.JPG,34 pcs,high
R0058,3,1232,neck+astin,firozi,763 Royal,740 Raj,130 P Royal,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1232 Astin 400.JPG|Jeetubhai Images\OS New folder (12) Images\1232 Neck 400.JPG,34 pcs,high
R0059,3,1232,neck+astin,pink,777 Royal,728 D Royal,95 Royal,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1232 Astin 400.JPG|Jeetubhai Images\OS New folder (12) Images\1232 Neck 400.JPG,35 pcs,high
R0060,3,1232,neck+astin,blue,86 Raj,372 Royal,22 P Royal,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1232 Astin 400.JPG|Jeetubhai Images\OS New folder (12) Images\1232 Neck 400.JPG,34 pcs,high
R0061,3,1231,neck+astin,purple,771 Royal,821 Royal,15 Royal,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1231 Astin 400.JPG|Jeetubhai Images\OS New folder (12) Images\1231 Neck 400.JPG,37 pcs,high
R0062,3,1231,neck+astin,blue,722 D Royal,821 Royal,22 Royal,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1231 Astin 400.JPG|Jeetubhai Images\OS New folder (12) Images\1231 Neck 400.JPG,38 pcs,high
R0063,3,1231,neck+astin,gold,97 Royal,821 Royal,794 Royal,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1231 Astin 400.JPG|Jeetubhai Images\OS New folder (12) Images\1231 Neck 400.JPG,37 pcs,high
R0064,3,1231,neck+astin,firozi,763 Royal,821 Royal,222 Raj,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1231 Astin 400.JPG|Jeetubhai Images\OS New folder (12) Images\1231 Neck 400.JPG,35 pcs,high
R0065,3,1231,neck+astin,pink,775 Royal,821 Royal,95 Royal,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1231 Astin 400.JPG|Jeetubhai Images\OS New folder (12) Images\1231 Neck 400.JPG,36 pcs,high
R0066,3,1231,neck+astin,orange,82 Royal,372 Royal,778 D Royal,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1231 Astin 400.JPG|Jeetubhai Images\OS New folder (12) Images\1231 Neck 400.JPG,39 pcs,high
R0067,3,9058,cp,pink,810 Raj,774 Royal,767 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9058 4 Color CP Border.JPG|Jeetubhai Images\OS New folder (9) Images\9058 4 Color CP Neck.JPG|Jeetubhai Images\OS New folder (9) Images\9058 Border CP 250.JPG|Jeetubhai Images\OS New folder (9) Images\9058 CP Border 250.JPG,57 pcs,high
R0068,3,9058,cp,green,911 Royal,110 Royal,953 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9058 4 Color CP Border.JPG|Jeetubhai Images\OS New folder (9) Images\9058 4 Color CP Neck.JPG|Jeetubhai Images\OS New folder (9) Images\9058 Border CP 250.JPG|Jeetubhai Images\OS New folder (9) Images\9058 CP Border 250.JPG,61 pcs,high
R0069,3,9058,cp,wine,,774 Royal,1375 Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9058 4 Color CP Border.JPG|Jeetubhai Images\OS New folder (9) Images\9058 4 Color CP Neck.JPG|Jeetubhai Images\OS New folder (9) Images\9058 Border CP 250.JPG|Jeetubhai Images\OS New folder (9) Images\9058 CP Border 250.JPG,68 pcs,medium
R0070,3,9075,cp,green,707 Royal,821 Royal,782 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9075 Border 250.JPG|Jeetubhai Images\OS New folder (9) Images\9075 Neck 250.JPG,,high
R0071,3,9075,cp,pink,766 Raj,821 Royal,95 N Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9075 Border 250.JPG|Jeetubhai Images\OS New folder (9) Images\9075 Neck 250.JPG,,high
R0072,3,9075,cp,purple,309 Royal,821 Royal,53 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9075 Border 250.JPG|Jeetubhai Images\OS New folder (9) Images\9075 Neck 250.JPG,,high
R0073,4,1221,neck+astin butta,rama,75 N Raj,190 Raj,61 N Royal,34 D Royal,,,,Jeetubhai Images\OS New folder (12) Images\1221 Astin 400.JPG|Jeetubhai Images\OS New folder (12) Images\1221 Neck 400.JPG,,high
R0074,4,1221,neck+astin butta,peach,357 Royal,190 Raj,92 N Raj,34 D Royal,,,,Jeetubhai Images\OS New folder (12) Images\1221 Astin 400.JPG|Jeetubhai Images\OS New folder (12) Images\1221 Neck 400.JPG,,high
R0075,4,1221,neck+astin butta,grey,710 Royal,LM Raj,752 Raj,34 D Royal,,,,Jeetubhai Images\OS New folder (12) Images\1221 Astin 400.JPG|Jeetubhai Images\OS New folder (12) Images\1221 Neck 400.JPG,,high
R0076,4,1223,neck+border,pink,777 Royal,706 Royal,118 Royal,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1223 Border 200.JPG|Jeetubhai Images\OS New folder (12) Images\1223 Neck 400.JPG,,high
R0077,4,1223,neck+border,brown,111 Royal,740 Royal,118 Royal,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1223 Border 200.JPG|Jeetubhai Images\OS New folder (12) Images\1223 Neck 400.JPG,,high
R0078,4,1223,neck+border,green,709 Raj,145 Royal,118 Royal,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1223 Border 200.JPG|Jeetubhai Images\OS New folder (12) Images\1223 Neck 400.JPG,,high
R0079,4,1191,neck+astin butta,green,74 Royal,751 Royal,76 Royal,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (11) Images\1191 Astin Border 200.JPG|Jeetubhai Images\OS New folder (11) Images\1191 Neck 400.JPG,27 pcs,high
R0080,4,1191,neck+astin butta,blue,115 Royal,751 Royal,830 Royal,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (11) Images\1191 Astin Border 200.JPG|Jeetubhai Images\OS New folder (11) Images\1191 Neck 400.JPG,26 pcs,high
R0081,4,1191,neck+astin butta,yellow,313 Royal,751 Royal,188 Raj,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (11) Images\1191 Astin Border 200.JPG|Jeetubhai Images\OS New folder (11) Images\1191 Neck 400.JPG,32 pcs,high
R0082,4,1224,neck+astin butta,rama,75 N Raj,190 Raj,61 N Royal,34 D Royal,,,,Jeetubhai Images\OS New folder (12) Images\1224 Astin 400.JPG|Jeetubhai Images\OS New folder (12) Images\1224 Neck 400.JPG,61 pcs,high
R0083,4,1224,neck+astin butta,peach,357 Royal,190 Raj,92 N Raj,34 D Royal,,,,Jeetubhai Images\OS New folder (12) Images\1224 Astin 400.JPG|Jeetubhai Images\OS New folder (12) Images\1224 Neck 400.JPG,60 pcs,high
R0084,4,1224,neck+astin butta,grey,710 Royal,LM Raj,752 Raj,34 D Royal,,,,Jeetubhai Images\OS New folder (12) Images\1224 Astin 400.JPG|Jeetubhai Images\OS New folder (12) Images\1224 Neck 400.JPG,61 pcs,high
R0085,4,1226,neck+astin,purple,31 LL Royal,710 Royal,769 Royal,34 D Royal,,,,Jeetubhai Images\OS New folder (12) Images\1226 Astin 400.JPG|Jeetubhai Images\OS New folder (12) Images\1226 Neck 400.JPG,91 pcs,high
R0086,4,1226,neck+astin,pink,31 LL Royal,1375 Royal,775 L Royal,34 D Royal,,,,Jeetubhai Images\OS New folder (12) Images\1226 Astin 400.JPG|Jeetubhai Images\OS New folder (12) Images\1226 Neck 400.JPG,93 pcs,high
R0087,4,1226,neck+astin,mustard,91 LL Royal,728 Royal,88 L Royal,34 D Royal,,,,Jeetubhai Images\OS New folder (12) Images\1226 Astin 400.JPG|Jeetubhai Images\OS New folder (12) Images\1226 Neck 400.JPG,91 pcs,high
R0088,4,1195,neck+border,purple,1375 Royal,125 LR Royal,110 N Royal,118 Royal,,,,Jeetubhai Images\OS New folder (11) Images\1195 Border 200.JPG|Jeetubhai Images\OS New folder (11) Images\1195 Neck 400.JPG,,high
R0089,4,1195,neck+border,blue,710 D Raj,1375 Royal,110 N Royal,118 Royal,,,,Jeetubhai Images\OS New folder (11) Images\1195 Border 200.JPG|Jeetubhai Images\OS New folder (11) Images\1195 Neck 400.JPG,,high
R0090,4,1195,neck+border,green,833 Royal,777 Royal,710 D Raj,118 Royal,,,,Jeetubhai Images\OS New folder (11) Images\1195 Border 200.JPG|Jeetubhai Images\OS New folder (11) Images\1195 Neck 400.JPG,,high
R0091,4,1225,neck+border,peach,93 N Raj,751 Royal,918 Raj,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1225 Border 200.JPG|Jeetubhai Images\OS New folder (12) Images\1225 Neck 400.JPG,,high
R0092,4,1225,neck+border,rama,721 Royal,751 Royal,75 N Raj,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1225 Border 200.JPG|Jeetubhai Images\OS New folder (12) Images\1225 Neck 400.JPG,,high
R0093,4,1225,neck+border,purple,13 Royal,751 Royal,14 N Royal,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1225 Border 200.JPG|Jeetubhai Images\OS New folder (12) Images\1225 Neck 400.JPG,,high
R0094,4,1225,neck+border,firozi,84 Raj,751 Royal,86 Raj,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1225 Border 200.JPG|Jeetubhai Images\OS New folder (12) Images\1225 Neck 400.JPG,,high
R0095,4,1225,neck+border,mehndi,782 Royal,751 Royal,LM Royal,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1225 Border 200.JPG|Jeetubhai Images\OS New folder (12) Images\1225 Neck 400.JPG,Merdi/Mendi written,high
R0096,4,1225,neck+border,rust,719 L Royal,751 Royal,718 Raj,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1225 Border 200.JPG|Jeetubhai Images\OS New folder (12) Images\1225 Neck 400.JPG,,high
R0097,4,1180,neck+astin butta,blue,130 L Royal,335 Royal,722 D Royal,BCH Jari,,,n4=BCH Jari,Jeetubhai Images\OS New folder (11) Images\1180 Neck 400.JPG,,high
R0098,4,1180,neck+astin butta,orange,95 NL Raj,190 Raj,376 Royal,BCH Jari,,,n4=BCH Jari,Jeetubhai Images\OS New folder (11) Images\1180 Neck 400.JPG,,high
R0099,4,1180,neck+astin butta,green,735 Royal,190 Raj,343 Royal,BCH Jari,,,n4=BCH Jari,Jeetubhai Images\OS New folder (11) Images\1180 Neck 400.JPG,,high
R0100,5,9083,neck,purple,355 Royal,776 Royal,118 L Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9083 Neck.JPG,71 pcs; shared colour list with 9083 (neck) and 9032 (kp 209),high
R0101,5,9083,neck,yellow,778 D Royal,342 Royal,118 L Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9083 Neck.JPG,71 pcs; shared colour list with 9083 (neck) and 9032 (kp 209),high
R0102,5,9083,neck,rama,361 Royal,764 Royal,118 L Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9083 Neck.JPG,67 pcs; shared colour list with 9083 (neck) and 9032 (kp 209),high
R0103,5,9032,kp,purple,355 Royal,776 Royal,118 L Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9032 KP 200.JPG|Jeetubhai Images\OS New folder (9) Images\9032 KP 250.JPG,71 pcs; shared colour list with 9083 (neck) and 9032 (kp 209),high
R0104,5,9032,kp,yellow,778 D Royal,342 Royal,118 L Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9032 KP 200.JPG|Jeetubhai Images\OS New folder (9) Images\9032 KP 250.JPG,71 pcs; shared colour list with 9083 (neck) and 9032 (kp 209),high
R0105,5,9032,kp,rama,361 Royal,764 Royal,118 L Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9032 KP 200.JPG|Jeetubhai Images\OS New folder (9) Images\9032 KP 250.JPG,67 pcs; shared colour list with 9083 (neck) and 9032 (kp 209),high
R0106,5,1220,neck+astin border,rama,190 Raj,144 Royal,722 Royal,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1220 Border 200.JPG|Jeetubhai Images\OS New folder (12) Images\1220 Neck 400.JPG,,high
R0107,5,1220,neck+astin border,blue,190 Raj,710 D Raj,23 Royal,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1220 Border 200.JPG|Jeetubhai Images\OS New folder (12) Images\1220 Neck 400.JPG,,high
R0108,5,1220,neck+astin border,pink,190 Raj,308 Royal,766 Royal,VW Jari,,,n4=VW Jari,Jeetubhai Images\OS New folder (12) Images\1220 Border 200.JPG|Jeetubhai Images\OS New folder (12) Images\1220 Neck 400.JPG,,high
R0109,5,1165,neck,peach,91 LL Royal,33 S Royal,81 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1165 Neck 250.JPG,91 pcs,medium
R0110,5,1165,neck,mustard,118 LL Royal,33 S Royal,825 L Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1165 Neck 250.JPG,93 pcs,medium
R0111,5,1165,neck,green,314 Royal,372 LL Royal,97 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1165 Neck 250.JPG,94 pcs,high
R0112,5,9051,kp,green,751 Raj,110 D Royal,311 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9051 KP 200.JPG,68 pcs,high
R0113,5,9051,kp,grey,751 Raj,110 Royal,311 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9051 KP 200.JPG,65 pcs,high
R0114,5,9051,kp,blue,751 Raj,102 N Royal,311 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9051 KP 200.JPG,69 pcs,high
R0121,5,1122,kp,green,61 N Royal,190 Raj,144 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1122 KP 250.JPG,63 pcs,high
R0122,5,1122,kp,pink,716 Raj,33 S Royal,361 R Raj,,,,,Jeetubhai Images\OS New folder (11) Images\1122 KP 250.JPG,66 pcs,high
